Name of Covered Entity,State,Covered Entity Type,Individuals Affected,Type of Breach,Location of Breached Information,Business Associate Present
Cook County Health & Hospitals System,IL,Healthcare Provider,22511,Other,Email,No
Riverside Medical Group,VA,,,,,No
Temple Physicians Inc.,PA,,,,,No
Southwest General Health Center,OH,Healthcare Provider,953,Unknown,Other,No
"RGH Enterprises, Inc.",OH,Health Plan,4230,Theft,Network Server,No
Tri Lakes Medical Center,MS,,,,,No
Network Pharmacy Knoxville,TN,Healthcare Provider,9602,Theft,Laptop,No
"Alamo Consumer Direct, LLC",TX,,,,,No
Saint Francis Hospital and Medical Center,CT,Healthcare Provider,858,Theft,Paper/Films,No
Sentara Healthcare,VA,Healthcare Provider,3861,"Theft, Unauthorized Access/Disclosure",Electronic Medical Record,No
Health Dimensions,MI,Healthcare Provider,5370,Theft,Network Server,No
COMPLETE MEDICAL HOMECARE,KS,Healthcare Provider,1700,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
Hospital for Special Surgery,NY,Healthcare Provider,937,Theft,"Desktop Computer, Paper/Films",No
The Brooklyn Hospital Center,NY,Healthcare Provider,2172,Loss,Other Portable Electronic Device,No
Geisinger Bloomsburg Hospital,PA,Healthcare Provider,3101,Loss,Paper/Films,No
"Robert B. Neves, M.D.",CA,Business Associate,611,Theft,Laptop,Yes
"Triple-S Salud, Inc. - Breach Case#2",,Health Plan,398000,Theft,Network Server,Yes
"Triple-C, Inc.",PR,Business Associate,8000,"Theft, Unauthorized Access/Disclosure",Network Server,Yes
"Birmingham Printing and Publishing, Inc dba Paper Airplane",AL,Business Associate,1085,Other,Other,Yes
Medical Mutual of Ohio,OH,Business Associate,1420,Unauthorized Access/Disclosure,Paper/Films,Yes
University of Wisconsin-Madison School of Pharmacy,WI,Business Associate,41437,Loss,Other Portable Electronic Device,Yes
The University of Texas MD Anderson Cancer Center,TX,Healthcare Provider,3598,Loss,Other Portable Electronic Device,No
Presence Health ,IL,Healthcare Provider,836,Loss,Paper/Films,No
Beebe Medical Center,DE,Healthcare Provider,1883,Other,Laptop,No
St Joseph Health System,TX,Healthcare Provider,405000,Hacking/IT Incident,Network Server,No
"Min Yi, M.D.",CA,Healthcare Provider,4676,Theft,Other Portable Electronic Device,No
"Easter Seal Society of Superior California, Privacy Manager Breach",CA,,3026,Theft,Laptop,No
PruittHealth Pharmacy Services,GA,Healthcare Provider,841,Theft,Laptop,No
Kmart Corporation,IL,Healthcare Provider,16446,Theft,"Electronic Medical Record, Other",No
WA State Department of Social & Health Services,WA,Health Plan,3104,"Other, Unauthorized Access/Disclosure",Paper/Films,No
"Lewis J. Sims, DPM, PC dba Sims and Associates Podiatry ",NY,Healthcare Provider,6475,"Other, Theft",Laptop,No
University of Miami,FL,Healthcare Provider,13074,Loss,Paper/Films,No
"Supportive Concepts for Families, Inc.",PA,Healthcare Provider,593,Unauthorized Access/Disclosure,Network Server,No
Health Care Solutions at Home Inc.,OH,Health Plan,1139,Theft,Other,No
"UC Davis Medical Center, Privacy Manager Breach",CA,Healthcare Provider,2269,Hacking/IT Incident,Email,No
St. Vincent Hospital and Healthcare Inc,IN,Healthcare Provider,1142,Theft,Laptop,No
"StayWell Health Management, LLC",MN,Business Associate,10024,Unauthorized Access/Disclosure,Network Server,Yes
"StayWell Health Management, LLC",MN,Business Associate,520,Unauthorized Access/Disclosure,Network Server,Yes
"StayWell Health Management, LLC",MN,Business Associate,4786,Unauthorized Access/Disclosure,Network Server,Yes
Inspira Health Network Inc.,NJ,Healthcare Provider,1411,Theft,Desktop Computer,No
"Palo Verde Hospital, Privacy Manager Breach",CA,,,,,No
"StayWell Health Management, LLC",MN,Business Associate,1511,Unauthorized Access/Disclosure,Network Server,Yes
"Care Advantage, Inc.",VA,Healthcare Provider,3458,Theft,Laptop,No
Pair Networks Inc.,PA,Business Associate,8845,"Other, Unauthorized Access/Disclosure",Other,Yes
"The Kroger Co., for itself and its affiliates and subsidiaries",OH,Healthcare Provider,504,Other,Electronic Medical Record,No
"Cornerstone Health Care, PA",NC,Healthcare Provider,548,"Loss, Theft",Laptop,No
Joseph Michael Benson M.D,TX,Healthcare Provider,7500,Theft,Desktop Computer,No
Data Media,GA,Business Associate,600,Other,Other,Yes
Eureka Internal Medicine,CA,Healthcare Provider,3534,Improper Disposal,Paper/Films,No
St. Joseph Health System,TX,Business Associate,3300,Hacking/IT Incident,Network Server,Yes
Banner Health,AZ,Healthcare Provider,55207,Other,Other,No
"PracMan, Inc.",AL,Business Associate,1145,Hacking/IT Incident,Network Server,Yes
"PracMan, Inc.",AL,Business Associate,1179,Hacking/IT Incident,Network Server,Yes
Iowa Dept. of Human Services,IA,Health Plan,2042,Other,"Email, Laptop, Other Portable Electronic Device",No
Mission City Community Network,CA,Healthcare Provider,7800,Theft,Email,No
"University of California San Francisco , Privacy Manager Breach",CA,Healthcare Provider,9861,Theft,Desktop Computer,No
Detroit Medical Center - Harper University Hospital,MI,Healthcare Provider,1087,"Theft, Unauthorized Access/Disclosure",Paper/Films,No
"Todd M. Burton, M.D.",TX,Healthcare Provider,5000,Theft,Other,No
"Partners In Nephrology & Endocrinology, P.C.",PA,,,,,No
Valley View Hospital Association,CO,Healthcare Provider,5415,Hacking/IT Incident,"Desktop Computer, Laptop",No
Hospitalists of Arizona,AZ,Healthcare Provider,1706,Theft,Laptop,No
TMA Practice Management Group,TX,Business Associate,2260,"Improper Disposal, Loss",Other Portable Electronic Device,Yes
"StayWell Health Management, LLC",MN,Business Associate,1746,Unauthorized Access/Disclosure,Network Server,Yes
Berea College,KY,Healthcare Provider,1000,Other,Electronic Medical Record,No
HealthPartners Inc,MN,Health Plan,27839,Unauthorized Access/Disclosure,"Desktop Computer, Laptop, Other Portable Electronic Device",No
"HealthPartners Administrators, Inc.",MN,Business Associate,796,"Loss, Unauthorized Access/Disclosure","Desktop Computer, Laptop, Other Portable Electronic Device",Yes
"HealthPartners Administrators, Inc.",MN,Business Associate,1699,"Loss, Unauthorized Access/Disclosure","Desktop Computer, Laptop, Other Portable Electronic Device",Yes
"HealthPartners Administrators, Inc.",MN,Business Associate,715,"Loss, Unauthorized Access/Disclosure","Desktop Computer, Laptop, Other Portable Electronic Device",Yes
Sutherland Healthcare Solutions,CA,Business Associate,55900,Theft,Desktop Computer,Yes
Talyst,WA,Business Associate,1079,Theft,Laptop,Yes
Yellowstone Boys and Girls Ranch,MT,Healthcare Provider,543,Loss,Paper/Films,No
"Orlando Health, Inc.",FL,Healthcare Provider,586,Loss,Other Portable Electronic Device,No
Stoetzel's Planet Chiropractic,IL,Healthcare Provider,1000,Theft,"Laptop, Other Portable Electronic Device",No
NOVA Chiropractic & Rehab Center,VA,Healthcare Provider,5534,"Loss, Other",Other Portable Electronic Device,No
Susquehanna Health,PA,Healthcare Provider,657,Unauthorized Access/Disclosure,Email,No
Jewish Hospital,KY,Healthcare Provider,2992,Other,Email,No
Franciscan Medical Group,WA,Healthcare Provider,8300,Other,Email,No
"Palomar Health, Privacy Manager Breach",CA,Healthcare Provider,5499,Theft,Other Portable Electronic Device,No
"Myriad Genetic Laboratories, Inc.",UT,Healthcare Provider,643,Unauthorized Access/Disclosure,Email,No
Medical Center of Plano,TX,,1000,Unauthorized Access/Disclosure,Other,Yes
"Policy Studies, Inc. / Postal Center International, Inc.",FL,Business Associate,580,Unauthorized Access/Disclosure,Paper/Films,Yes
"Midwest Orthopaedics at Rush, LLC",IL,Healthcare Provider,1256,Hacking/IT Incident,Email,No
Indian Health Service,MD,Health Plan,214000,Unauthorized Access/Disclosure,Laptop,No
KP Northern CA Department of Research,CA,Healthcare Provider,5178,Hacking/IT Incident,Network Server,No
Triple-S Salud ,PR,Health Plan,5795,Theft,Other,No
American Health Inc. ,PR,Health Plan,17776,Theft,Other,No
"State Long Term Care Ombudsmans Office, Michigan Department of Community Health",MI,Healthcare Provider,2595,Theft,Other Portable Electronic Device,No
Presence St. Joseph's Medical Center,IL,Healthcare Provider,836,Other,Paper/Films,No
Florida Healthy Kids Corporation,FL,,,,,No
"Clinical Reference Laboratory, Inc.",KS,Healthcare Provider,979,Loss,Paper/Films,No
Cigna,CT,Business Associate,527,Loss,Paper/Films,Yes
"Amerigroup Texas, Inc. ",VA,Business Associate,75026,Theft,Paper/Films,Yes
BLUE CROSS AND BLUE SHIELD OF KANSAS CITY,MO,Health Plan,2546,Unauthorized Access/Disclosure,Other,No
"University Urology, P.C.",TN,Healthcare Provider,1144,Unauthorized Access/Disclosure,Paper/Films,No
"Healthy Connections, Inc",CA,Healthcare Provider,793,Loss,Other Portable Electronic Device,No
IHS,MD,Health Plan,5000,Unauthorized Access/Disclosure,Other,No
Triple S Salud Inc.,PR,Business Associate,7911,Theft,Other Portable Electronic Device,Yes
Administracion de Seguros de Salud - Triple S Salud Inc (BA),,,46473,Theft,Other Portable Electronic Device,Yes
Greenwood Leflore Hospital,MS,Healthcare Provider,3750,Theft,Other,No
"Service Coordination, Inc.",MD,Business Associate,10766,"Hacking/IT Incident, Unauthorized Access/Disclosure",Network Server,Yes
"Courier Express/Atlanta, Courier Express/Charlotte & Courier Express US, Inc.",GA,Business Associate,2523,"Theft, Unauthorized Access/Disclosure",Paper/Films,Yes
Shaker Clinic,OH,Healthcare Provider,617,Loss,Paper/Films,No
VGM Homelink,IA,,1400,Unauthorized Access/Disclosure,Paper/Films,Yes
Larsen Dental Care LLC,ID,Healthcare Provider,6900,Theft,Other Portable Electronic Device,No
Centura Health,CO,Healthcare Provider,12286,Hacking/IT Incident,Email,No
"Ladies First Choice, Inc.",FL,Healthcare Provider,2365,"Theft, Unauthorized Access/Disclosure",Laptop,No
"Tufts Associated Health Maintenance Organization, Inc. and Tufts Insurance Company ",MA,Health Plan,8830,Theft,Other,No
Inclusion Research Institute,DC,Business Associate,2200,Unauthorized Access/Disclosure,Paper/Films,Yes
Willis North America Inc. Medical Expense Benefit Plan,NY,Health Plan,4830,Unauthorized Access/Disclosure,Email,No
Sorenson Communications/CaptionCall Group Health Plan,UT,Health Plan,9800,Hacking/IT Incident,Network Server,Yes
Baylor Medical Center at McKinney,TX,Healthcare Provider,1253,Hacking/IT Incident,Email,No
Baylor Medical Center at Irving,TX,Healthcare Provider,2308,Hacking/IT Incident,Email,No
Baylor Regional Medical Center at Plano,TX,Healthcare Provider,1981,Hacking/IT Incident,Email,No
HealthTexas Provider Network,TX,Healthcare Provider,2742,Hacking/IT Incident,Email,No
"Ferguson Advertising, Inc.",IN,Business Associate,1361,Hacking/IT Incident,Network Server,Yes
Iowa Medicaid Enterprise,IA,Health Plan,862,Unauthorized Access/Disclosure,Paper/Films,No
Flowers Hospital,AL,Healthcare Provider,629,Theft,Paper/Films,No
Reading Health System,PA,Healthcare Provider,1845,Loss,Paper/Films,No
MDF Transcription Services,MA,Business Associate,15265,Other,Other,Yes
OptumRx,IL,Business Associate,5696,Theft,Paper/Films,Yes
UMass Memorial Medical Center,MA,Healthcare Provider,2387,Unauthorized Access/Disclosure,"Electronic Medical Record, Paper/Films",No
"Porter, MD, Steven",UT,Healthcare Provider,,Improper Disposal,Network Server,No
KEYSTONE INSURERS GROUP,IN,Business Associate,1008,Other,Email,Yes
Options Counseling Center,NJ,Healthcare Provider,2828,"Theft, Unauthorized Access/Disclosure",Paper/Films,No
"Molina Healthcare of New Mexico, Inc.",NM,,4744,Unauthorized Access/Disclosure,Paper/Films,Yes
Howard L. Weinstein D.P.M.,TX,Healthcare Provider,1000,Theft,Laptop,No
American Health Inc. ,PR,Health Plan,11531,Unauthorized Access/Disclosure,Paper/Films,No
Central City Concern,OR,Healthcare Provider,17914,Unauthorized Access/Disclosure,Other,No
Blue Cross Blue Shield of Michigan Blue Care Network,MI,,502,Unauthorized Access/Disclosure,Email,Yes
Elliot Health System,NH,Healthcare Provider,1208,Theft,Desktop Computer,No
"Sutherland Healthcare Solutions, Inc.",NJ,Business Associate,342197,Theft,"Email, Laptop",Yes
Humana Inc [case #15381],KY,Health Plan,2962,Theft,Other Portable Electronic Device,No
Jamaica Hospital Medical Center,NY,Healthcare Provider,26162,Unauthorized Access/Disclosure,Desktop Computer,No
Bay Park Hospital,OH,Healthcare Provider,594,Unauthorized Access/Disclosure,"Electronic Medical Record, Network Server",No
Triple-S Salud ,PR,Health Plan,56853,Unauthorized Access/Disclosure,Paper/Films,No
"NFP Maschino, Hudelson & Associates",OK,Business Associate,3814,Theft,Laptop,Yes
Salina Health Education dba Salina Healthcare Center,KS,Healthcare Provider,9640,Unauthorized Access/Disclosure,Email,No
Open Cities Health Center ,MN,Healthcare Provider,1304,Other,Email,No
Mark A. Gillispie,CA,Healthcare Provider,5845,Theft,Desktop Computer,No
Penn State Milton S. Hershey Medical Center,PA,Healthcare Provider,1801,Unauthorized Access/Disclosure,"Email, Other Portable Electronic Device",No
Walgreen Co.,IL,Healthcare Provider,540,Theft,"Desktop Computer, Paper/Films",No
St. Francis Hospital,GA,Healthcare Provider,1175,Unauthorized Access/Disclosure,Email,No
"Doctors First Choice Billings, Inc",FL,Business Associate,9255,Theft,Other,Yes
"Doctors First Choice Billings, Inc.",FL,Business Associate,1831,Hacking/IT Incident,Other,Yes
"Santa Rosa Memorial Hospital, Privacy Manager Breach",CA,Healthcare Provider,33702,Theft,Other Portable Electronic Device,No
Baylor Medical Center at Carrollton,TX,Healthcare Provider,2874,Unauthorized Access/Disclosure,Electronic Medical Record,No
Group Health Plan of Hurley Medical Center,MI,Health Plan,2289,Unauthorized Access/Disclosure,Email,No
IHS,MD,Health Plan,620,Unauthorized Access/Disclosure,Other,No
"David DiGiallorenzo, D.M.D.",PA,Healthcare Provider,11000,"Hacking/IT Incident, Unauthorized Access/Disclosure",Other,No
"NRAD Medical Associates, P.C.",NY,Healthcare Provider,97000,"Hacking/IT Incident, Unauthorized Access/Disclosure","Desktop Computer, Other Portable Electronic Device",No
NYU Hospitals Center,NY,Healthcare Provider,872,Theft,Laptop,No
"Abrham Tekola, M.D.,INC",CA,Healthcare Provider,5471,Theft,Desktop Computer,No
"Colorado Neurodiagnostics, PLLC",CO,Healthcare Provider,750,Theft,Laptop,No
"Sloane Stecker Physical Therapy, PC",NY,Healthcare Provider,2000,Theft,Electronic Medical Record,No
Riverside County Regional Medical Center,CA,Healthcare Provider,563,Theft,Laptop,No
Rady Children's Hospital - San Diego,CA,Healthcare Provider,14121,Unauthorized Access/Disclosure,Email,No
Rady Children's Hospital - San Diego,CA,Healthcare Provider,6307,Unauthorized Access/Disclosure,"Email, Other",No
Alabama Department of Public Health,AL,Healthcare Provider,1200,Theft,Electronic Medical Record,No
The Union Labor Life Insurance Company,MD,Healthcare Provider,42713,Theft,Laptop,No
VA Long Beach Healthcare System,CA,Healthcare Provider,592,Unauthorized Access/Disclosure,Paper/Films,No
D&J Optical Inc. ,AL,Health Plan,1100,Hacking/IT Incident,Desktop Computer,No
Montana Department of Public Health & Human Services,MT,Health Plan,1062509,Hacking/IT Incident,Network Server,No
Highmark Inc.,PA,Business Associate,2589,Theft,Paper/Films,Yes
Haley Chiropractic Clinic,WA,Healthcare Provider,6000,Theft,"Desktop Computer, Laptop",No
"St. Vincent Hospital and Health Care Center, Inc.",IN,Business Associate,63325,Unauthorized Access/Disclosure,Paper/Films,Yes
"InSync Computer Solutions, Inc.",AL,Business Associate,50918,Other,Network Server,Yes
Western Regional Center for Brain and Spine Surgery,NV,Healthcare Provider,12000,Theft,Network Server,No
Indian Health Service -Rosebud,MD,Healthcare Provider,620,Loss,Paper/Films,No
University of Pennsylvania Health System,PA,Healthcare Provider,661,Theft,Paper/Films,No
Bay Area Pain Medical Associates ,CA,Healthcare Provider,2780,Theft,Desktop Computer,No
Minneapolis VA Health Care System,MN,Health Plan,500,Unauthorized Access/Disclosure,Paper/Films,No
Administracion de Seguros de Salud - Triple S Salud Inc (BA),,Health Plan,7911,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
Midwest Orthopaedic Center SC,IL,,680,Unauthorized Access/Disclosure,Network Server,Yes
Xand Corporation,NY,Business Associate,3334,Other,Network Server,Yes
Self Regional Healthcare ,SC,Healthcare Provider,38906,Theft,Laptop,No
"Urological Associates of Southern Arizona, P.C.",AZ,Healthcare Provider,3529,Improper Disposal,Other,No
Dr. Veronica Joann Barber,CA,Business Associate,4000,Unauthorized Access/Disclosure,Network Server,Yes
"PRN Medical Services, LLC dba Symbius Medical, LLC",AZ,Healthcare Provider,13877,"Other, Theft, Unauthorized Access/Disclosure","Email, Network Server",No
Midwest Urological Group,IL,Healthcare Provider,982,Theft,Laptop,No
Rite Aid Store 5256,WA,Healthcare Provider,522,Theft,Paper/Films,No
"StayWell Health Management, LLC",MN,Business Associate,4487,Hacking/IT Incident,Network Server,Yes
Cancer Specialists of Tidewater,VA,Healthcare Provider,2318,Theft,"Electronic Medical Record, Other",No
MobilexUSA,OH,Healthcare Provider,605,Loss,Paper/Films,No
Jersey City Medical Center - Barnabas Health,NJ,Healthcare Provider,36400,Loss,Other,No
Diamond Computing Company,GA,Business Associate,7016,Unauthorized Access/Disclosure,Network Server,Yes
Central Utah Clinic,UT,Healthcare Provider,31677,Hacking/IT Incident,Network Server,No
"PST Services Inc, a McKesson Co.",GA,Business Associate,10104,Hacking/IT Incident,Network Server,Yes
Onsite Health Diagnostics (OHD),TX,Business Associate,60582,Hacking/IT Incident,Network Server,Yes
Apple Valley Care Center,CA,Healthcare Provider,1251,Hacking/IT Incident,Network Server,No
Kaiser Foundation Health Plan of Colorado,CO,Health Plan,11551,"Other, Unauthorized Access/Disclosure",Other,No
"CareAll Management, LLC",TN,Healthcare Provider,28300,Improper Disposal,Other,No
Iron Mountain Records Management,CA,Business Associate,1674,"Improper Disposal, Loss, Theft",Other,Yes
"24 ON Physicians, PC/In Compass Health,Inc.",GA,Business Associate,520,"Hacking/IT Incident, Other",Network Server,Yes
24 ON Physicians PC,GA,,,,,No
State of Tennessee State Insurance Plan,TN,,,,,No
Iron Mountain Incorporated,MA,Business Associate,10000,"Loss, Theft",Paper/Films,Yes
Iron Mountain,CA,Business Associate,49714,"Improper Disposal, Loss, Theft",Paper/Films,Yes
Children's Mercy Hospital,MO,,4067,Hacking/IT Incident,Network Server,Yes
University Health,LA,Healthcare Provider,6073,Hacking/IT Incident,Network Server,No
Tri-City Medical Center,CA,Healthcare Provider,500,Theft,Paper/Films,No
Dennis Flynn MD,IL,Healthcare Provider,13646,Theft,Laptop,No
Community Health Systems Professional Services Corporation,TN,Business Associate,4500000,Theft,Network Server,Yes
Community Health Systems Professional Services Corporations,TN,,,,,No
Oklahoma City Indian Clinic,OK,Healthcare Provider,6000,Unauthorized Access/Disclosure,Email,No
"Steven A. Goldman, MD Inc.",OH,Healthcare Provider,6141,Theft,Network Server,No
Specialty Clinics Of Georgia - Orthopaedics,GA,Healthcare Provider,2350,Theft,Paper/Films,No
St. Elizabeth's Medical Center,MA,Healthcare Provider,595,Theft,"Laptop, Other Portable Electronic Device",No
Aventura Hospital and Medical Center,FL,Healthcare Provider,948,Theft,Desktop Computer,No
Midwest Womens Healthcare Specialist,MO,Healthcare Provider,1376,Improper Disposal,Paper/Films,No
Group Health Incorporated,NY,Health Plan,802,Unauthorized Access/Disclosure,Paper/Films,No
"The Longstreet Clinic, P. C.",GA,Healthcare Provider,720,Improper Disposal,Other,No
Metropolitan Government of Nashville and Davidson County (Metro) Public Health Department,TN,Health Plan,1717,Other,Other,No
Duke University Health System,NC,Healthcare Provider,10993,Theft,Other Portable Electronic Device,No
Memorial Hermann Health System,TX,Healthcare Provider,10604,Unauthorized Access/Disclosure,Desktop Computer,No
AltaMed Health Services Corporation,CA,Healthcare Provider,3206,Theft,"Desktop Computer, Network Server, Paper/Films",No
"Bulloch Pediatric Group, LLC",GA,Healthcare Provider,10000,Unauthorized Access/Disclosure,Paper/Films,No
Emdeon,TN,Business Associate,566,Theft,Paper/Films,Yes
Temple University Physicians,PA,Healthcare Provider,3780,Theft,Desktop Computer,No
The WellPoint Affiliated Covered Entities  ,IN,Health Plan,1464,Unauthorized Access/Disclosure,Paper/Films,No
"Thomas Cristello, Chiropractor PC",NY,Healthcare Provider,914,Loss,Other Portable Electronic Device,No
"ENT Partners of Texas (legally known as Irving-Coppell Ear, Nose and Throat) ",TX,Healthcare Provider,789,"Loss, Theft","Laptop, Other Portable Electronic Device",No
Bon Secours Kentucky,KY,Healthcare Provider,697,Unauthorized Access/Disclosure,Other,No
Valesco Ventures,FL,Business Associate,82601,"Theft, Unauthorized Access/Disclosure",Electronic Medical Record,Yes
Wm. Jennings Bryan Dorn VA Medical Center,SC,Healthcare Provider,3637,Unauthorized Access/Disclosure,Paper/Films,No
Kmart Corporation,IL,Healthcare Provider,1866,Unauthorized Access/Disclosure,Paper/Films,No
"Xerox State Healthcare, LLC",TX,Business Associate,2000000,Unauthorized Access/Disclosure,"Desktop Computer, Email, Laptop, Network Server, Other, Other Portable Electronic Device",Yes
Cedars-Sinai Health System,CA,Healthcare Provider,33136,Theft,Laptop,No
Aventura Hospital and Medical Center,FL,,,,,No
Tampa General Hospital,FL,Healthcare Provider,675,Unauthorized Access/Disclosure,Electronic Medical Record,No
Santa Fe Medical Group,NM,Healthcare Provider,843,Theft,Other Portable Electronic Device,No
Emdeon,TN,Business Associate,800,Theft,Paper/Films,Yes
Cook County Health and Hospitals System,IL,,767,Hacking/IT Incident,Email,Yes
South Suburban HIV/AIDS Regional Clinics,IL,Business Associate,767,Other,Email,Yes
New Mexico VA Health Care System,NM,Healthcare Provider,2657,Unauthorized Access/Disclosure,Paper/Films,No
"Research Integrity, LLC",KY,Business Associate,4077,Unauthorized Access/Disclosure,Other Portable Electronic Device,Yes
"Owensboro Medical Practice, PLLC",KY,,,,,No
Madison Street Provider Network,CO,Healthcare Provider,523,Theft,Laptop,No
"Compassionate Care Hospice of Central Louisiana, LLC",LA,Healthcare Provider,707,Theft,"Laptop, Other",No
"American Family Care, Inc.",AL,Healthcare Provider,2588,Theft,Laptop,No
"U.S. Health Holdings, Ltd. o/b/o Macomb County, Michigan",MI,Health Plan,6302,Unauthorized Access/Disclosure,Other,No
Mount Sinai Beth Israel,NY,Healthcare Provider,10793,Theft,Laptop,No
"Touchstone Medical Imaging, LLC",TN,Healthcare Provider,307528,Unauthorized Access/Disclosure,Network Server,No
Albertina Kerr Centers,OR,Healthcare Provider,1320,Theft,Laptop,No
Vcarve LLC d/b/a MD Manage,NJ,Business Associate,585,Unauthorized Access/Disclosure,Network Server,Yes
VARO Healthcare,PA,Business Associate,1667,Unauthorized Access/Disclosure,Paper/Films,Yes
vonica chau DDS PA,TX,Healthcare Provider,810,Theft,Desktop Computer,No
"UC Davis Medical Center, Privacy Manager Breach",CA,Healthcare Provider,1326,Hacking/IT Incident,Email,No
South Texas Veterans Health Care System,TX,Healthcare Provider,4000,Unauthorized Access/Disclosure,Paper/Films,No
Cone Health Medical Group,NC,Healthcare Provider,1872,Unauthorized Access/Disclosure,Paper/Films,No
Region Six of the Georgia Department of Behavioral Health and Developmental Disabilities,GA,Healthcare Provider,3397,Theft,Laptop,No
NYU Urology Associates,NY,Healthcare Provider,835,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
Colorado Department of Health Care Policy & Financing,CO,Health Plan,15380,Unauthorized Access/Disclosure,Other,Yes
M&M Computer Services,TX,Business Associate,4500,Hacking/IT Incident,Network Server,Yes
New York City Health & Hospitals Corporation,NY,Healthcare Provider,10058,Unauthorized Access/Disclosure,Paper/Films,No
Southwest Virginia Physicians for Women,VA,Healthcare Provider,568,"Theft, Unauthorized Access/Disclosure",Paper/Films,No
City of Dallas Fire-Rescue Department,TX,Healthcare Provider,1000,Theft,Laptop,No
Cone Health Medical Group,NC,,,,,No
Graybill Medical Group,CA,Healthcare Provider,1863,Theft,Other,No
Heard County EMA,GA,,,,,No
MD Manage (Vcarve LLC),NJ,Business Associate,35357,Unauthorized Access/Disclosure,Network Server,Yes
"Seven Counties Services, Inc.",KY,Healthcare Provider,727,"Improper Disposal, Unauthorized Access/Disclosure",Paper/Films,No
"Quraishi, Nisar A ",NY,Healthcare Provider,20000,Theft,Paper/Films,No
"Multilingual Psychotherapy Centers, Inc",FL,Healthcare Provider,3500,Theft,Network Server,No
Burlington Northern Santa Fe Group Benefits Plan,TX,Health Plan,507,Loss,Other Portable Electronic Device,No
Portland VA Medical Center,OR,Healthcare Provider,1740,Theft,Paper/Films,No
Memorial Healthcare System,FL,Healthcare Provider,1782,Unauthorized Access/Disclosure,Email,No
Memorial Healthcare System,FL,,,,,No
Coordinated Health ,PA,Healthcare Provider,13907,Theft,Laptop,No
"Jessie Trice Community Health Center, Inc.",FL,Healthcare Provider,7888,Theft,"Desktop Computer, Network Server",No
"Central Dermatology Center, P.A.",NC,Healthcare Provider,76258,Theft,Network Server,No
Weill Cornell Medical College,NY,Healthcare Provider,3936,Theft,"Electronic Medical Record, Laptop",No
Visionworks Inc.,TX,Health Plan,74944,Loss,Network Server,No
"Indian Health Service, Aberdeen Area Office",SD,Health Plan,,Unauthorized Access/Disclosure,Email,No
Loi Luu,CA,Healthcare Provider,13177,Theft,Network Server,No
Iron Mountain,CA,Business Associate,2691,Theft,Paper/Films,Yes
Colorado River Indian Tribes,AZ,Healthcare Provider,1296,Other,Email,No
REEVE-WOODS EYE CENTER,CA,Healthcare Provider,30000,Theft,Network Server,No
Brigham and Women's Hospital,MA,Healthcare Provider,999,Theft,"Laptop, Other Portable Electronic Device",No
Kirkbride Center,PA,Healthcare Provider,860,Theft,Paper/Films,No
"MetroPlus Health Plan, Inc.",NY,Health Plan,31980,Other,Email,No
"Baptist Primary Care, Inc.",FL,Healthcare Provider,1449,Unauthorized Access/Disclosure,Electronic Medical Record,No
Visionworks Inc.,TX,Health Plan,47683,Theft,Network Server,No
True Vision Eyecare,OH,Healthcare Provider,542,Theft,Laptop,No
AdminisTEP,TX,Business Associate,4469,Unauthorized Access/Disclosure,Paper/Films,Yes
Northfield Hospital & Clinics,MN,Healthcare Provider,1778,Improper Disposal,Paper/Films,No
"Computer Programs and Systems, Inc. ",AL,Business Associate,25764,Theft,Network Server,Yes
North Big Horn Hospital,WY,Healthcare Provider,1607,Loss,Paper/Films,No
The Hearing Zone,UT,Healthcare Provider,623,Theft,Laptop,No
Florida Department of Health,FL,Healthcare Provider,2477,Other,Email,No
ReachOut Home Care [Case #16687],KY,Healthcare Provider,4500,Theft,Laptop,No
Highlands Cashier Hospital,NC,Healthcare Provider,,Unauthorized Access/Disclosure,Network Server,No
Sony Pictures Entertainment Health and Welfare Benefits Plan (the Plan),CA,Health Plan,30000,Hacking/IT Incident,"Desktop Computer, Laptop, Network Server",No
"District Medical Group, Privacy Manager Breach",AZ,Healthcare Provider,616,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
Clay County Hospital,IL,Healthcare Provider,12621,Unauthorized Access/Disclosure,Other,No
St. Mary Mercy Hospital,MI,Healthcare Provider,1488,Unauthorized Access/Disclosure,Email,No
Walgreen Co.,IL,Healthcare Provider,160000,Other,Paper/Films,No
Pediatric Gastroenterology Consultants,CO,Healthcare Provider,5000,Theft,Laptop,No
"The Corvallis Clinic, P.C.",OR,Healthcare Provider,41000,Theft,Laptop,No
"Mercy Medical Center Redding - Oncology Clinic, Privacy Manager Breach",CA,Healthcare Provider,,Hacking/IT Incident,Other,No
Northwestern Memorial HealthCare,IL,,,,,No
Independence Blue Cross and AmeriHealth New Jersey ,PA,Health Plan,12450,Improper Disposal,Paper/Films,No
"Murali Menon, Privacy Manager Breach",CA,Healthcare Provider,,Theft,"Laptop, Other Portable Electronic Device, Paper/Films",No
mdINR LLC,FL,Healthcare Provider,1859,Unauthorized Access/Disclosure,Email,No
